,company,type,size,ram,os,weight,price,cpu_model,cpu_brand,cpu_freq,hor_res,ver_res,is_touchscreen,is_IPS,is_HD,HDD,SSD,Flash,storage_type,gpu_brand
384,Asus,ultrabook,13.3,16,Windows 10,1.1,152923.82,Intel Core i7,Intel,2.7,1920,1080,1,0,1,0,512,0,Single,Intel
385,Lenovo,ultrabook,14.0,8,Windows 10,1.13,199538.08,Intel Core i7,Intel,2.7,2560,1440,0,1,1,0,512,0,Single,Intel
386,Lenovo,notebook,13.3,4,Windows 10,1.5,48004.56,Intel Core i3,Intel,2.4,1920,1080,0,1,1,0,128,0,Single,Intel
387,Dell,workstation,15.6,8,Windows 10,2.23,119705.36,Intel Core i5,Intel,2.6,1920,1080,0,0,1,500,0,0,Single,AMD
388,Dell,workstation,15.6,8,Windows 10,2.0,186684.4,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,256,0,Single,Nvidia
389,Lenovo,2 in 1 convertible,14.0,16,Windows 10,1.42,219386.96,Intel Core i7,Intel,2.7,2560,1440,1,0,1,0,512,0,Single,Intel
390,Asus,gaming,17.3,8,Windows 10,3.0,90850.16,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,0,0,Single,Nvidia
391,Asus,gaming,17.3,16,Windows 10,3.0,139117.04,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
392,Acer,notebook,15.6,12,Windows 10,2.2,60682.49,Intel Core i5,Intel,1.6,1366,768,0,1,0,1000,0,0,Single,Nvidia
393,MSI,gaming,17.3,8,Windows 10,2.7,117956.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
394,Dell,notebook,15.6,8,Linux,2.33,68104.39,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,AMD
395,HP,ultrabook,15.6,4,Windows 10,1.91,43632.56,AMD A9,AMD,3.0,1920,1080,0,0,1,0,256,0,Single,AMD
396,Lenovo,notebook,15.6,8,Windows 10,2.1,107512.73,Intel Core i7,Intel,1.8,1920,1080,0,1,1,0,256,0,Single,AMD
397,Lenovo,notebook,14.0,8,Windows 10,1.9,82018.72,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
398,Dell,workstation,15.6,8,Windows 10,1.78,237137.28,Intel Core i7,Intel,2.8,3840,2160,1,0,1,0,256,0,Single,Nvidia
399,Lenovo,ultrabook,14.0,16,Windows 10,1.13,229530.0,Intel Core i7,Intel,2.7,2560,1440,0,1,1,0,1000,0,Single,Intel
400,Lenovo,notebook,15.6,4,Windows 10,2.2,26756.64,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,1000,0,0,Single,Intel
401,Asus,gaming,17.3,16,Windows 10,2.9,133695.76,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
402,Lenovo,notebook,15.6,8,Windows 10,2.1,100075.08,Intel Core i5,Intel,1.6,1920,1080,0,1,1,1000,256,0,Dual,AMD
403,Acer,notebook,15.6,8,Linux,2.5,76859.76,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
404,MSI,gaming,17.3,16,Windows 10,2.8,196652.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
405,Asus,ultrabook,14.0,8,Windows 10,1.1,163775.12,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,512,0,Single,Intel
406,Toshiba,ultrabook,13.3,16,Windows 10,1.2,152757.68,Intel Core i7,Intel,2.5,1920,1080,0,0,1,0,512,0,Single,Intel
407,Dell,ultrabook,14.0,8,Windows 10,1.36,146899.2,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,512,0,Single,Intel
408,Lenovo,notebook,15.6,4,Windows 10,2.2,35762.96,Intel Core i3,Intel,2.0,1920,1080,0,0,1,500,0,0,Single,Intel
409,Lenovo,notebook,11.6,2,Windows 10,1.15,26621.11,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,0,0,32,Single,Intel
410,Lenovo,workstation,15.6,8,Windows 10,2.67,168322.0,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,512,0,Single,Nvidia
411,Lenovo,ultrabook,14.0,8,Windows 10,1.7,169895.92,Intel Core i7,Intel,2.8,2560,1440,0,1,1,0,512,0,Single,Nvidia
412,HP,notebook,15.6,4,Windows 10,2.1,41009.36,Intel Core i3,Intel,2.0,1920,1080,0,0,1,1000,0,0,Single,AMD
413,Acer,2 in 1 convertible,13.3,8,Windows 10,1.6,68991.03,Intel Core i7,Intel,2.5,1920,1080,1,1,1,0,256,0,Single,Intel
414,Asus,2 in 1 convertible,13.3,8,Windows 10,1.27,81144.32,Intel Core i5,Intel,2.5,1920,1080,1,1,1,0,256,0,Single,Intel
415,Dell,notebook,15.6,4,Linux,2.3,52367.82,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,AMD
416,Dell,notebook,13.3,4,Windows 10,1.65,60246.16,Intel Core i3,Intel,2.0,1366,768,0,0,0,0,128,0,Single,Intel
417,HP,ultrabook,14.0,8,Windows 10,1.43,131160.0,Intel Core i7,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
418,Dell,notebook,15.6,8,Windows 10,2.14,47213.23,Intel Core i5,Intel,2.5,1366,768,0,0,0,1000,0,0,Single,Intel
419,Lenovo,ultrabook,14.0,8,Windows 10,1.75,106272.83,Intel Core i7,Intel,1.8,1920,1080,0,1,1,0,256,0,Single,AMD
420,Lenovo,2 in 1 convertible,15.6,16,Windows 10,2.0,166048.56,Intel Core i7,Intel,2.8,3840,2160,1,1,1,0,512,0,Single,Nvidia
421,others,notebook,12.5,6,Windows 10,1.4,39260.56,Intel Celeron Quad,Intel,1.1,2736,1824,0,1,1,0,0,64,Single,Intel
422,HP,notebook,15.6,8,Windows 10,2.31,124776.88,Intel Core i7,Intel,2.9,1920,1080,0,0,1,0,256,0,Single,Intel
423,Asus,notebook,15.6,8,Linux,2.3,52201.68,Intel Core i3,Intel,2.4,1920,1080,0,0,1,1000,0,0,Single,Nvidia
424,Dell,gaming,17.3,16,Windows 10,4.42,244744.56,Intel Core i7,Intel,2.9,2560,1440,0,1,1,1000,256,0,Dual,Nvidia
425,Dell,gaming,15.6,8,Windows 10,2.62,101342.96,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
426,Dell,notebook,15.6,8,Windows 10,2.02,99891.46,Intel Core i7,Intel,1.8,1920,1080,0,0,1,2000,256,0,Dual,AMD
427,Dell,ultrabook,14.0,8,Linux,1.6,96096.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Intel
428,HP,gaming,17.3,12,Windows 10,3.35,174792.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
429,others,2 in 1 convertible,11.6,4,Windows 10,1.16,26144.56,Intel Celeron Dual,Intel,1.1,1920,1080,1,1,1,0,32,0,Single,Intel
430,Samsung,netbook,11.6,4,Chrome OS,1.15,23521.36,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,0,0,16,Single,Intel
431,Lenovo,notebook,13.3,8,Windows 10,1.4,88314.4,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,256,0,Single,Intel
432,Lenovo,notebook,14.0,4,Windows 10,1.7,52376.56,Intel Core i3,Intel,2.7,1920,1080,0,1,1,0,128,0,Single,Intel
433,Lenovo,workstation,15.6,16,Windows 10,2.3,213790.8,Intel Core i7,Intel,2.8,3840,2160,0,1,1,0,512,0,Single,Nvidia
434,Lenovo,notebook,15.6,16,Windows 10,2.5,214140.56,Intel Core i7,Intel,2.9,1920,1080,0,0,1,0,512,0,Single,Nvidia
435,Asus,gaming,17.3,8,Windows 10,3.2,148210.8,others,AMD,3.2,1920,1080,0,0,1,1000,256,0,Dual,AMD
436,HP,notebook,15.6,4,Windows 10,2.1,30341.68,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,500,0,0,Single,Intel
437,others,ultrabook,12.5,16,Chrome OS,1.1,192280.56,Intel Core i7,Intel,1.3,2400,1600,1,0,1,0,512,0,Single,Intel
438,Lenovo,ultrabook,14.0,24,Windows 10,1.32,208282.08,Intel Core i7,Intel,2.7,2560,1440,0,0,1,0,512,0,Single,Intel
439,Asus,notebook,15.6,4,Linux,2.0,48878.96,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
440,Lenovo,notebook,17.3,8,Windows 10,2.8,45381.36,others,AMD,2.5,1600,900,0,0,0,1000,0,0,Single,AMD
441,Dell,notebook,15.6,4,Windows 10,2.2,65492.56,Intel Core i5,Intel,1.6,1920,1080,0,0,1,0,256,0,Single,AMD
442,Lenovo,ultrabook,12.5,8,Windows 10,1.36,124951.76,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
443,Lenovo,notebook,15.6,4,Windows 10,2.2,30516.56,Intel Pentium Quad,Intel,1.1,1920,1080,0,0,1,0,128,0,Single,Intel
444,HP,gaming,15.6,8,Windows 10,2.2,96096.56,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
445,Dell,notebook,14.0,8,Windows 10,1.64,103091.76,Intel Core i5,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
446,Acer,notebook,15.6,4,Linux,2.4,38630.99,Intel Core i5,Intel,2.5,1366,768,0,0,0,500,0,0,Single,Intel
447,Dell,workstation,15.6,8,Windows 10,2.23,174267.92,Intel Xeon E3,Intel,3.0,1920,1080,0,0,1,1000,0,64,Dual,Nvidia
448,MSI,gaming,15.6,8,Windows 10,2.2,89865.59,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Nvidia
449,others,ultrabook,13.3,16,Windows 10,1.25,226382.16,Intel Core i7,Intel,2.5,2256,1504,1,0,1,0,512,0,Single,Intel
450,HP,notebook,15.6,8,Windows 10,1.91,51502.16,Intel Core i5,Intel,2.5,1366,768,0,0,0,0,128,0,Single,Intel
451,Dell,workstation,15.6,16,Windows 10,2.17,172694.0,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,256,0,Single,Nvidia
452,HP,workstation,15.6,8,Windows 10,2.31,134132.96,Intel Core i7,Intel,2.9,1920,1080,0,1,1,0,512,0,Single,Intel
453,Lenovo,notebook,14.0,8,Windows 10,1.65,117606.8,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
454,Dell,notebook,15.6,8,Windows 10,2.36,85603.76,Intel Core i7,Intel,1.8,1920,1080,0,0,1,1000,128,0,Dual,AMD
455,Dell,2 in 1 convertible,11.6,4,Windows 10,1.47,41883.76,Intel Pentium Quad,Intel,1.6,1366,768,1,0,0,500,0,0,Single,Intel
456,Dell,notebook,17.3,8,Windows 10,4.42,178902.24,Intel Core i7,Intel,2.7,1920,1080,0,1,1,1000,0,0,Single,Nvidia
457,others,ultrabook,13.3,4,Windows 10,1.252,86478.16,Intel Core M,Intel,2.2,2256,1504,1,0,1,0,128,0,Single,Intel
458,others,ultrabook,13.3,8,Windows 10,1.25,157304.56,Intel Core i7,Intel,2.5,2256,1504,1,0,1,0,256,0,Single,Intel
459,HP,notebook,17.3,8,Windows 10,2.5,55952.86,Intel Core i3,Intel,2.0,1600,900,0,0,0,0,256,0,Single,Intel
460,Acer,notebook,15.6,4,Windows 10,2.23,47567.36,Intel Core i3,Intel,2.0,1920,1080,0,0,1,1000,0,0,Single,Nvidia
461,Acer,netbook,11.6,4,Windows 10,1.4,38036.4,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,0,128,0,Single,Intel
462,Asus,notebook,15.6,8,Windows 10,2.37,65492.56,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Intel
463,Lenovo,notebook,14.0,8,No OS,1.5,69864.56,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,512,0,Single,AMD
464,Lenovo,notebook,15.6,8,Windows 10,2.67,182749.6,Intel Core i7,Intel,2.9,1920,1080,0,0,1,0,256,0,Single,Nvidia
465,Asus,notebook,15.6,4,Windows 10,2.0,26581.76,Intel Pentium Quad,Intel,1.1,1366,768,0,0,0,500,0,0,Single,Intel
466,Acer,notebook,15.6,4,Windows 10,2.2,41009.36,Intel Core i3,Intel,2.0,1366,768,0,0,0,500,0,0,Single,Nvidia
467,Dell,notebook,15.6,8,Windows 10,2.02,66366.96,Intel Core i5,Intel,1.6,1920,1080,0,0,1,2000,0,0,Single,AMD
468,HP,gaming,17.3,12,Windows 10,3.78,148560.56,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,0,0,Single,Nvidia
469,Lenovo,ultrabook,14.0,12,Windows 10,1.4,162463.52,Intel Core i7,Intel,2.6,2560,1440,0,1,1,0,256,0,Single,Intel
470,HP,2 in 1 convertible,13.3,8,Windows 10,1.29,174792.56,Intel Core i7,Intel,1.8,3840,2160,1,1,1,0,512,0,Single,Intel
471,HP,notebook,15.6,8,Windows 10,1.9,100905.76,Intel Core i5,Intel,2.5,1920,1080,0,0,1,500,0,0,Single,AMD
472,others,ultrabook,12.5,8,Chrome OS,1.1,111486.0,Intel Core i5,Intel,1.2,2400,1600,1,0,1,0,128,0,Single,Intel
473,Dell,ultrabook,13.3,8,Windows 10,1.42,161051.36,Intel Core i5,Intel,1.6,1920,1080,1,0,1,0,256,0,Single,Intel
474,Asus,notebook,15.6,12,Windows 10,2.06,113584.56,Intel Core i7,Intel,2.6,3840,2160,0,1,1,1000,128,0,Dual,Intel
475,Dell,notebook,14.0,8,Windows 10,1.79,64705.6,Intel Core i3,Intel,2.3,1366,768,0,0,0,0,128,0,Single,Intel
476,Dell,workstation,15.6,8,Windows 10,1.78,210555.52,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
477,Lenovo,notebook,14.0,8,Windows 10,1.7,119268.16,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,180,0,Single,Intel
478,Dell,notebook,15.6,8,Windows 10,2.2,59022.0,Intel Core i5,Intel,1.6,1920,1080,0,0,1,1000,0,0,Single,AMD
479,Toshiba,notebook,13.3,8,Windows 10,1.05,146199.68,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
480,Dell,notebook,15.6,8,Windows 10,2.16,110349.28,Intel Core i7,Intel,1.8,1920,1080,0,1,1,0,512,0,Single,Nvidia
481,Dell,notebook,15.6,4,Windows 10,2.18,51292.3,Intel Core i3,Intel,2.4,1366,768,0,0,0,1000,0,0,Single,Intel
482,HP,notebook,13.3,4,Windows 10,1.49,63481.44,Intel Core i5,Intel,1.6,1920,1080,0,1,1,0,128,0,Single,Intel
483,others,notebook,15.6,4,Windows 10,1.89,21763.82,Intel Atom x5,Intel,1.44,1920,1080,0,0,1,0,0,64,Single,Intel
484,Lenovo,notebook,15.6,4,Windows 10,2.3,49403.6,Intel Core i3,Intel,2.0,1366,768,0,0,0,0,128,0,Single,Intel
485,Lenovo,notebook,14.0,8,Windows 10,1.75,91724.56,Intel Core i5,Intel,1.6,1920,1080,0,1,1,0,256,0,Single,Intel
486,Dell,workstation,15.6,16,Windows 10,2.17,204434.72,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,512,0,Single,Nvidia
487,Dell,notebook,15.6,16,Windows 10,2.06,166048.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,512,0,Single,Nvidia
488,Lenovo,ultrabook,12.5,16,Windows 10,1.36,157217.12,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,512,0,Single,Intel
489,Asus,ultrabook,12.5,16,Windows 10,0.91,170508.0,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,512,0,Single,Intel
490,Lenovo,notebook,15.6,8,Windows 10,2.3,88488.41,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Nvidia
491,Toshiba,ultrabook,13.3,32,Windows 10,1.05,244744.56,Intel Core i7,Intel,2.7,1920,1080,1,0,1,0,512,0,Single,Intel
492,Asus,gaming,15.6,8,Windows 10,1.99,118044.0,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
493,Acer,notebook,15.6,8,Windows 10,2.2,50627.76,others,AMD,2.5,1366,768,0,0,0,1000,0,0,Single,AMD
494,Asus,gaming,17.3,24,Windows 10,4.33,110961.36,Intel Core i7,Intel,2.6,1920,1080,1,1,1,1000,256,0,Dual,Nvidia
495,Lenovo,ultrabook,12.5,8,Windows 10,1.3,96096.56,Intel Core i5,Intel,2.3,1366,768,0,1,0,0,180,0,Single,Intel
496,Lenovo,notebook,15.6,8,Windows 10,2.17,78599.82,Intel Core i7,Intel,1.8,1920,1080,0,0,1,0,256,0,Single,Intel
497,HP,notebook,14.0,8,Windows 10,1.48,152932.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,1000,0,Single,Intel
498,Lenovo,notebook,13.3,8,Windows 10,1.4,82980.56,Intel Core i3,Intel,2.4,1920,1080,0,1,1,0,256,0,Single,Intel
499,Lenovo,notebook,15.6,8,Windows 10,2.3,79657.84,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
500,Asus,netbook,11.6,4,Windows 10,1.2,29729.6,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,0,0,64,Single,Intel
501,HP,notebook,15.6,8,Windows 10,1.91,54124.49,Intel Core i5,Intel,2.5,1366,768,0,0,0,0,256,0,Single,AMD
502,Lenovo,2 in 1 convertible,14.0,8,Windows 10,1.4,139816.56,Intel Core i5,Intel,1.6,1920,1080,1,1,1,0,256,0,Single,Intel
503,Lenovo,notebook,14.0,4,Windows 10,2.1,26144.56,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,500,0,0,Single,Intel
504,Lenovo,netbook,11.6,4,Chrome OS,1.25,23171.6,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,0,16,0,Single,Intel
505,Lenovo,notebook,13.3,8,Windows 10,1.44,82980.56,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
506,Asus,notebook,15.6,8,Windows 10,2.0,107026.56,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,256,0,Dual,Intel
507,Acer,notebook,15.6,4,Windows 10,2.2,53600.72,Intel Core i5,Intel,1.6,1920,1080,0,1,1,1000,0,0,Single,Nvidia
508,HP,ultrabook,13.3,8,Windows 10,1.34,115683.12,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,512,0,Single,Intel
509,Lenovo,gaming,15.6,8,No OS,2.4,100468.56,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,256,0,Dual,Nvidia
510,Dell,ultrabook,13.3,8,Windows 10,1.29,78608.56,Intel Core i5,Intel,2.5,1920,1080,1,1,1,0,128,0,Single,Intel
511,Acer,notebook,15.6,4,Windows 10,2.2,55874.16,Intel Core i7,Intel,2.7,1920,1080,0,0,1,500,0,0,Single,Nvidia
512,Dell,notebook,15.6,8,Windows 10,2.18,73099.84,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Intel
513,Dell,notebook,15.6,16,Windows 10,2.2,106610.35,Intel Core i7,Intel,1.8,1920,1080,0,0,1,2000,256,0,Dual,AMD
514,others,notebook,15.6,16,No OS,1.95,122411.63,Intel Core i7,Intel,1.8,1920,1080,0,1,1,0,256,0,Single,Nvidia
515,Asus,netbook,11.6,2,Windows 10,1.1,21422.8,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,0,0,32,Single,Intel
516,HP,notebook,15.6,4,Windows 10,2.04,45597.34,Intel Core i5,Intel,1.6,1366,768,1,0,0,1000,0,0,Single,Intel
517,Asus,gaming,15.6,24,Windows 10,2.24,259521.92,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,512,0,Single,Nvidia
518,HP,notebook,15.6,8,Windows 10,2.04,77734.16,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Nvidia
519,Asus,gaming,17.3,16,Windows 10,3.0,131509.76,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
520,Lenovo,gaming,15.6,8,Windows 10,3.2,122328.56,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,256,0,Dual,Nvidia
521,HP,ultrabook,13.3,8,Windows 10,1.32,122328.56,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,256,0,Single,Intel
522,Dell,notebook,14.0,8,Windows 10,1.64,111899.59,Intel Core i5,Intel,2.6,1920,1080,0,0,1,0,256,0,Single,Intel
523,HP,notebook,15.6,4,Windows 10,1.63,60246.16,Intel Core i3,Intel,2.0,1366,768,0,0,0,0,128,0,Single,Intel
524,Dell,notebook,17.3,8,Linux,2.8,77734.16,Intel Core i5,Intel,1.6,1920,1080,0,1,1,1000,128,0,Dual,AMD
525,Lenovo,notebook,14.0,8,Windows 7,2.02,117169.6,Intel Core i5,Intel,2.3,1920,1080,0,0,1,0,256,0,Single,Intel
526,Lenovo,notebook,15.6,4,Windows 10,2.2,69864.56,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,0,0,Single,Nvidia
527,Lenovo,notebook,15.6,8,No OS,2.2,40134.96,Intel Core i3,Intel,2.0,1366,768,0,0,0,2000,0,0,Single,Nvidia
528,Dell,notebook,15.6,4,Windows 10,2.3,51152.4,Intel Core i5,Intel,2.5,1920,1080,0,0,1,500,0,0,Single,AMD
529,Dell,notebook,15.6,8,Windows 10,1.9,120404.88,Intel Core i5,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Intel
530,Dell,gaming,17.3,16,Windows 10,4.42,263436.61,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
531,Toshiba,notebook,15.6,8,Windows 10,2.0,75198.4,Intel Core i5,Intel,2.5,1920,1080,0,1,1,500,0,0,Single,Intel
532,Asus,notebook,15.6,8,Windows 10,2.0,113584.56,Intel Core i7,Intel,2.7,3840,2160,0,1,1,1000,256,0,Dual,Nvidia
533,others,notebook,13.3,4,Windows 10,1.2,32265.36,Intel Celeron Quad,Intel,1.1,1920,1080,0,1,1,0,32,0,Single,Intel
534,Asus,gaming,15.6,8,Windows 10,2.3,144188.56,Intel Core i5,Intel,2.5,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
535,Dell,notebook,15.6,8,Windows 10,1.93,119705.36,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
537,HP,notebook,15.6,4,Windows 10,1.86,34887.69,Intel Pentium Quad,Intel,1.6,1920,1080,0,0,1,0,256,0,Single,Intel
538,HP,gaming,17.3,12,Windows 10,2.62,157304.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,0,0,Single,Nvidia
539,Lenovo,notebook,14.0,8,Windows 10,1.87,75110.96,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,256,0,Single,Nvidia
540,Dell,ultrabook,13.3,8,Windows 10,1.2,122328.56,Intel Core i7,Intel,1.8,3200,1800,1,0,1,0,256,0,Single,Intel
541,Dell,notebook,14.0,4,Windows 10,1.6,64344.47,Intel Core i3,Intel,2.0,1920,1080,0,0,1,0,128,0,Single,Intel
542,HP,ultrabook,13.3,8,Windows 10,1.34,100118.8,Intel Core i7,Intel,2.7,3200,1800,0,1,1,0,256,0,Single,Intel
543,Acer,gaming,15.6,8,Linux,2.4,69777.12,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Nvidia
544,Asus,notebook,15.6,4,Windows 10,2.0,30516.56,others,AMD,1.8,1366,768,0,0,0,500,0,0,Single,AMD
545,HP,notebook,15.6,4,Windows 10,2.1,61688.92,Intel Core i3,Intel,2.4,1920,1080,0,0,1,0,128,0,Single,Intel
546,Lenovo,notebook,14.0,4,Windows 10,1.87,68640.4,Intel Core i5,Intel,2.5,1920,1080,0,0,1,500,0,0,Single,Intel
547,Lenovo,notebook,15.6,4,No OS,2.15,40427.88,Intel Core i5,Intel,2.3,1920,1080,0,0,1,1000,0,0,Single,Intel
548,HP,notebook,15.6,4,Windows 10,1.86,34713.68,Intel Core i3,Intel,2.0,1920,1080,0,0,1,500,0,0,Single,Intel
549,Lenovo,notebook,15.6,8,Windows 10,1.99,151183.76,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,512,0,Single,Intel
550,Lenovo,notebook,15.6,4,Windows 10,2.2,43632.56,Intel Core i3,Intel,2.0,1920,1080,0,0,1,0,128,0,Single,Intel
551,Dell,notebook,15.6,8,Windows 10,1.9,97669.61,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
552,Dell,gaming,17.3,16,Windows 10,4.42,236000.56,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,256,0,Dual,Nvidia
553,HP,notebook,17.3,8,Windows 10,2.65,47580.48,Intel Core i3,Intel,2.0,1600,900,0,0,0,1000,0,0,Single,Intel
554,HP,notebook,17.3,8,Windows 10,2.63,111923.2,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,0,0,Single,Nvidia
555,Asus,notebook,15.6,4,Linux,2.0,19586.56,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,500,0,0,Single,Intel
556,others,notebook,13.3,4,Windows 10,1.35,22297.2,Intel Atom x5,Intel,1.44,1920,1080,0,1,1,0,0,32,Single,Intel
558,HP,notebook,15.6,6,Windows 10,1.91,49744.62,others,AMD,2.5,1920,1080,0,1,1,0,128,0,Single,AMD
559,Dell,notebook,15.6,4,Windows 10,2.18,54029.18,Intel Core i3,Intel,2.0,1366,768,0,0,0,1000,0,0,Single,AMD
560,Acer,2 in 1 convertible,11.6,4,Windows 10,1.25,30516.56,Intel Celeron Dual,Intel,2.0,1920,1080,1,1,1,0,0,32,Single,Intel
561,Lenovo,notebook,15.6,4,Windows 10,2.05,55087.2,Intel Core i3,Intel,2.7,1920,1080,0,0,1,0,128,0,Single,Intel
562,HP,ultrabook,13.3,16,Windows 10,1.16,171819.6,Intel Core M,Intel,1.2,3200,1800,1,1,1,0,512,0,Single,Intel
563,Lenovo,notebook,17.3,8,Windows 10,3.4,262232.56,Intel Core i7,Intel,2.8,1920,1080,0,1,1,0,256,0,Single,Nvidia
564,Asus,notebook,15.6,8,Windows 10,2.5,73362.16,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
565,Dell,ultrabook,13.3,8,Windows 10,1.21,139816.56,Intel Core i5,Intel,1.6,3840,2160,1,1,1,0,128,0,Single,Intel
566,Dell,notebook,15.6,4,Windows 10,1.93,83854.96,Intel Core i5,Intel,2.6,1366,768,0,0,0,500,0,0,Single,Intel
567,others,notebook,15.6,8,Windows 10,2.2,64618.16,Intel Core i5,Intel,2.5,1366,768,0,0,0,1000,0,0,Single,Intel
568,Lenovo,notebook,15.6,4,Windows 10,2.2,30079.36,Intel Pentium Quad,Intel,1.1,1920,1080,0,0,1,500,0,0,Single,Intel
569,Lenovo,notebook,14.0,4,Windows 10,2.02,86565.6,Intel Core i5,Intel,2.5,1366,768,0,0,0,500,0,0,Single,Intel
570,HP,workstation,17.3,8,Windows 10,3.14,162724.97,Intel Core i5,Intel,2.8,1600,900,0,0,0,500,0,0,Single,Nvidia
571,HP,notebook,14.0,8,Windows 10,1.94,34014.16,Intel Pentium Quad,Intel,1.6,1366,768,0,0,0,2000,0,0,Single,Intel
572,HP,notebook,15.6,6,Windows 10,1.95,56748.56,AMD A9,AMD,3.0,1920,1080,0,1,1,0,256,0,Single,AMD
573,Lenovo,notebook,15.6,8,Windows 10,2.3,72575.2,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
